epoch,accuracy,loss,val_accuracy,val_loss
0,0.32926955819129944,1.8591630458831787,0.3893842399120331,1.8106082677841187
1,0.4324427843093872,1.556321382522583,0.43689051270484924,1.5606145858764648
2,0.4749033451080322,1.4319862127304077,0.49679577350616455,1.3720154762268066
3,0.4992162883281708,1.3533271551132202,0.48774030804634094,1.4439178705215454
4,0.5210561156272888,1.3055009841918945,0.507244348526001,1.3548760414123535
5,0.5305653214454651,1.2728205919265747,0.5383114814758301,1.239112138748169
6,0.5424779653549194,1.2458369731903076,0.5366397500038147,1.2799164056777954
7,0.5487825870513916,1.2290912866592407,0.546113133430481,1.2723337411880493
8,0.5601031184196472,1.2041096687316895,0.5430482029914856,1.2428714036941528
9,0.5618098974227905,1.1865967512130737,0.5619949698448181,1.1891813278198242
10,0.5692639946937561,1.1764914989471436,0.5554472208023071,1.2299721240997314
11,0.5752202868461609,1.1628241539001465,0.5681248307228088,1.1842910051345825
12,0.5786687135696411,1.1490912437438965,0.5710504055023193,1.161666750907898
13,0.5797137022018433,1.1385427713394165,0.5870715975761414,1.1371535062789917
14,0.5850430130958557,1.1353038549423218,0.5784341096878052,1.1889543533325195
15,0.5935072898864746,1.1200520992279053,0.5645026564598083,1.2111024856567383
16,0.5974432826042175,1.116613745689392,0.5658957958221436,1.1731559038162231
17,0.5927757620811462,1.1101595163345337,0.553775429725647,1.2028388977050781
18,0.599115252494812,1.1021857261657715,0.5915296673774719,1.1241798400878906
19,0.6011006832122803,1.092602252960205,0.584703266620636,1.137961745262146
20,0.603678286075592,1.0858098268508911,0.576762318611145,1.1634368896484375
21,0.6061514019966125,1.0832070112228394,0.591947615146637,1.1198766231536865
22,0.6067087054252625,1.078460693359375,0.584285318851471,1.1354546546936035
23,0.6082761287689209,1.0682380199432373,0.591668963432312,1.1274858713150024
24,0.6127346754074097,1.0674713850021362,0.5886040925979614,1.1352099180221558
25,0.6138144731521606,1.0641491413116455,0.5879074931144714,1.1273337602615356
26,0.612560510635376,1.0590673685073853,0.600027859210968,1.1236776113510132
27,0.61175936460495,1.0572258234024048,0.6042072772979736,1.127323031425476
28,0.618203341960907,1.0534579753875732,0.5794093012809753,1.131441354751587
29,0.6197011470794678,1.0466254949569702,0.6100584864616394,1.0873632431030273
30,0.6185864806175232,1.0468047857284546,0.6060183644294739,1.09086275100708
31,0.6220349073410034,1.0397685766220093,0.5991919636726379,1.096329927444458
32,0.6221393942832947,1.0377411842346191,0.6093619465827942,1.0843536853790283
33,0.6260406374931335,1.035129189491272,0.6090832948684692,1.0829519033432007
34,0.6242989897727966,1.031357765197754,0.5984954237937927,1.1003140211105347
35,0.625727117061615,1.0310262441635132,0.6060183644294739,1.1008696556091309
36,0.6255878210067749,1.0257450342178345,0.5991919636726379,1.1544671058654785
37,0.6276777386665344,1.0239397287368774,0.5902758240699768,1.1252870559692383
38,0.6295586824417114,1.0206222534179688,0.5987740159034729,1.1311269998550415
39,0.6271900534629822,1.0220327377319336,0.600306510925293,1.1364666223526
40,0.6300811767578125,1.0180479288101196,0.592365562915802,1.1205445528030396
41,0.6334598660469055,1.0117955207824707,0.6121482253074646,1.0782921314239502
42,0.6340172290802002,1.0107007026672363,0.6168849468231201,1.0736771821975708
43,0.6337037086486816,1.0123735666275024,0.6124268770217896,1.110508918762207
44,0.637012779712677,1.0065490007400513,0.5834494233131409,1.173890471458435
45,0.6342958807945251,1.0084941387176514,0.6248258352279663,1.0532807111740112
46,0.6340868473052979,1.007173776626587,0.6114516854286194,1.1078174114227295
47,0.6344700455665588,1.0011025667190552,0.6124268770217896,1.079227089881897
48,0.6385802626609802,0.9955568909645081,0.6022568941116333,1.0849921703338623
49,0.6394858956336975,0.9957972168922424,0.6135413646697998,1.0772327184677124
50,0.640496015548706,0.9953129291534424,0.5968236327171326,1.116721510887146
51,0.6400431990623474,0.9957367181777954,0.6096405386924744,1.0840144157409668
52,0.6410881876945496,0.993388831615448,0.6167455911636353,1.0759103298187256
53,0.6415410041809082,0.9882676005363464,0.6050431728363037,1.1225310564041138
54,0.6426208019256592,0.9855015873908997,0.6089439988136292,1.1073534488677979
55,0.6432477831840515,0.9861143231391907,0.61604905128479,1.070300817489624
56,0.6453028917312622,0.9839350581169128,0.6209250688552856,1.076935052871704
57,0.6432825922966003,0.9849094748497009,0.6053218245506287,1.0987943410873413
58,0.6413668394088745,0.9834104180335999,0.622178852558136,1.055439829826355
59,0.6482636332511902,0.9779189825057983,0.6121482253074646,1.1116784811019897
60,0.6453028917312622,0.9800413250923157,0.6188353300094604,1.0637004375457764
61,0.6492737531661987,0.9768878817558289,0.6095012426376343,1.095557451248169
62,0.6478456258773804,0.9789046049118042,0.6132627725601196,1.0628917217254639
63,0.6474624872207642,0.9754663705825806,0.5961270332336426,1.1198376417160034
64,0.6465916633605957,0.9740332961082458,0.6216216087341309,1.0501482486724854
65,0.6495175957679749,0.9696978330612183,0.6274728178977966,1.0569349527359009
66,0.650458037853241,0.9641444683074951,0.61521315574646,1.064756155014038
67,0.6503883600234985,0.966570258140564,0.6122875213623047,1.1176278591156006
68,0.6502141952514648,0.9676128029823303,0.6267762780189514,1.0718233585357666
69,0.6506322026252747,0.9700493216514587,0.607272207736969,1.1080970764160156
70,0.6507715582847595,0.9685157537460327,0.6117302775382996,1.1114673614501953
