epoch,accuracy,loss,val_accuracy,val_loss
71,0.6557177305221558,0.9629396200180054,0.6118695735931396,1.077260136604309
72,0.6549513936042786,0.9596721529960632,0.6255224347114563,1.0502766370773315
73,0.6535232663154602,0.9603047370910645,0.6306770443916321,1.0339369773864746
74,0.6531053185462952,0.9603835344314575,0.6157703995704651,1.0922280550003052
75,0.6532446146011353,0.9578229188919067,0.6297018527984619,1.0574688911437988
76,0.6531053185462952,0.9584091901779175,0.6154918074607849,1.085577368736267
77,0.6575289964675903,0.9529078006744385,0.622596800327301,1.068835973739624
78,0.6562402248382568,0.9561887383460999,0.6081081032752991,1.0945699214935303
79,0.6567975282669067,0.9539056420326233,0.592365562915802,1.1751270294189453
80,0.6552649140357971,0.9506758451461792,0.6266369223594666,1.0551756620407104
81,0.6542547345161438,0.9507322311401367,0.6276121735572815,1.0526210069656372
82,0.660942554473877,0.9476650953292847,0.6140986084938049,1.0850200653076172
83,0.6560660600662231,0.9517051577568054,0.6021175980567932,1.110970139503479
84,0.6592357754707336,0.9454375505447388,0.6255224347114563,1.0682650804519653
85,0.6601762771606445,0.9400176405906677,0.6214823126792908,1.0848506689071655
86,0.6558570265769958,0.9464667439460754,0.6191139817237854,1.0856382846832275
87,0.6606290936470032,0.9452321529388428,0.6159096956253052,1.0712603330612183
88,0.6601414084434509,0.9434602856636047,0.6246865391731262,1.0569989681243896
89,0.6594447493553162,0.9401151537895203,0.6262189745903015,1.0791127681732178
90,0.6631021499633789,0.9365168809890747,0.6184173822402954,1.0954275131225586
91,0.6586087942123413,0.9444867372512817,0.6150738596916199,1.0842984914779663
92,0.6629279851913452,0.9366767406463623,0.6238506436347961,1.052507758140564
93,0.6623358726501465,0.9375600218772888,0.6220395565032959,1.088768482208252
94,0.661465048789978,0.9394555687904358,0.6298412084579468,1.054227352142334
95,0.6613605618476868,0.939156711101532,0.6352744698524475,1.0383046865463257
96,0.6628931760787964,0.9358160495758057,0.600027859210968,1.1233818531036377
97,0.6610122323036194,0.9395264387130737,0.6159096956253052,1.0773807764053345
98,0.6662022471427917,0.9300785064697266,0.6206464171409607,1.0660873651504517
99,0.6616740226745605,0.9363369941711426,0.6303984522819519,1.05329430103302
